menu_index,Basic_ID,Basic_Name,Basic_Weight_g,Basic_Price_TWD,Label_Cal_kcal,Label_CalNoSa_kcal,Label_Carbohydrate_g,Label_Protein_g,Label_Fat_g,Label_Sugar_g,Label_DietFiber_g,Label_Water_g,Label_Coffeine,Compound_MonoSa_g,Compound_DiSa_g,Compound_PolySa_g,Compound_SaFat_g,Compound_MonounUnsaFat_g,Compound_PolyUnsaFat_g,Compound_TransFat_g,Compound_Cholesterol_mg,Vitamin_A_μg,Vitamin_D_μg,Vitamin_E_μg,Vitamin_K_μg,Vitamin_B1_mg,Vitamin_B2_mg,Vitamin_B6_μg,Vitamin_B12_μg,Vitamin_C_mg,Vitamin_B3_μg,Vitamin_B9_μg,Vitamin_Choline_μg,Vitamin_B7_μg,Vitamin_B5_μg,Element_Na_mg,Element_Ca_mg,Element_P_mg,Element_Mg_mg,Element_Fe_mg,Element_Zi_mg,Element_I_mg,Element_Se_mg,Element_F_mg
312,0005EAJLWE1F0082,(大)海鮮鬆厚餅皮1/10片,,,284,,27.2,13.3,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,,,,,,,
313,0005EAJLWE2K0083,(大)鐵板牛柳鬆厚餅皮1/10片,,,267,,24.4,10.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,414,,,,,,,,
314,0005EAJLWE2K0084,(大)哈辣墨西哥鬆厚餅皮1/10片,,,290,,25.4,11.4,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,
315,0005EAJLWE2K0085,(大)韓式泡菜燒肉鬆厚餅皮1/10片,,,302,,27,12.6,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,
316,0005EAJLWE1F0086,(大)海陸大亨鬆厚餅皮1/10片,,,288,,26.7,12.3,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,
317,0005EAJLWE1F0087,(大)雙層美式臘腸鬆厚餅皮1/10片,,,313,,24.4,12.9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,
318,0005EAJLWE1F0088,(大)法式蝦蟹鮑魚菇鬆厚餅皮1/10片,,,263,,24.8,10.7,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,478,,,,,,,,
319,0005EAJLWE1F0089,(大)六小福鬆厚餅皮1/10片,,,268,,26.2,10.7,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,
320,0005EAJLWE2H0090,(大)燻雞絲蘑菇鬆厚餅皮1/10片,,,280,,26.6,12.1,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,514,,,,,,,,
321,0005EAJLWE2H0091,(大)彩蔬鮮菇鬆厚餅皮1/10片,,,268,,26.2,10.4,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,455,,,,,,,,
322,0005EAJLWE2H0092,(大)鄉野青蔬鬆厚餅皮1/10片,,,283,,29.5,10.8,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,515,,,,,,,,
323,0005EAJLWE1F0093,(大)皇朝海龍宴鬆厚餅皮1/10片,,,306,,31,11.3,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,462,,,,,,,,
324,0005EAJLWE1F0094,(大)炙燒松坂鬆厚餅皮1/10片,,,258,,26.1,10.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,,
325,0005EAJLWE1F0095,(大)超級海鮮宴芝心餅皮1/10片,,,246,,26.2,12.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,671,,,,,,,,
326,0005EAJLWE1F0096,(大)壽喜雪花牛芝心餅皮1/10片,,,250,,27.2,12.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,709,,,,,,,,
327,0005EAJLWE1F0097,(大)御牛黃金鱈芝心餅皮1/10片,,,262,,27.9,13.4,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,704,,,,,,,,
328,0005EAJLWE2H0098,(大)黃金和風雞芝心餅皮1/10片,,,346,,26.9,16.5,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,695,,,,,,,,
329,0005EAJLWE2H0099,(大)夏威夷滋多星芝心餅皮1/10片,,,298,,26.7,14.3,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,623,,,,,,,,
330,0005EAJLWE2H0100,(大)超級總芝心匯餅皮1/10片,,,305,,26.6,14.5,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,698,,,,,,,,
331,0005EAJLWE1F0101,(大)超級總匯芝心餅皮1/10片,,,280,,24.7,13.2,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,,,,,,,
332,0005EAJLWE1F0102,(大)海鮮芝心餅皮1/10片,,,293,,24.6,15.9,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,,,,,,,
333,0005EAJLWE2K0103,(大)鐵板牛柳芝心餅皮1/10片,,,278,,22,13.3,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,599,,,,,,,,
334,0005EAJLWE2K0104,(大)哈辣墨西哥芝心餅皮1/10片,,,300,,23.1,14.5,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,,,,,,,
335,0005EAJLWE2K0105,(大)韓式泡菜燒肉芝心餅皮1/10片,,,312,,24.4,15.7,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,
336,0005EAJLWE1F0106,(大)海陸大亨芝心餅皮1/10片,,,301,,24.4,15.5,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,706,,,,,,,,
337,0005EAJLWE1F0107,(大)雙層美式臘腸芝心餅皮1/10片,,,323,,22.3,15.9,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,693,,,,,,,,
338,0005EAJLWE1F0108,(大)法式蝦蟹鮑魚菇芝心餅皮1/10片,,,276,,22.4,13.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,,,,,,,
339,0005EAJLWE1F0109,(大)六小福芝心餅皮1/10片,,,270,,24.5,13.2,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,,,,,,,
340,0005EAJLWE2H0110,(大)燻雞絲蘑菇芝心餅皮1/10片,,,290,,24.1,15,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,655,,,,,,,,
341,0005EAJLWE2H0111,(大)彩蔬鮮菇芝心餅皮1/10片,,,281,,23.9,13.6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,651,,,,,,,,
342,0005EAJLWE2H0112,(大)鄉野青蔬芝心餅皮1/10片,,,292,,26.4,13.9,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,
343,0005EAJLWE1F0113,(大)皇朝海龍宴芝心餅皮1/10片,,,332,,28.7,15.4,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,,
344,0005EAJLWE1F0114,(大)炙燒松坂芝心餅皮1/10片,,,284,,23.8,14.2,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,,,
345,0005EAJLWE1F0115,(大)超級海鮮宴薄脆餅皮1/10片,,,162,,19.1,8.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,
346,0005EAJLWE1F0116,(大)壽喜雪花牛薄脆餅皮1/10片,,,164,,19.8,8.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,,
347,0005EAJLWE1F0117,(大)御牛黃金鱈薄脆餅皮1/10片,,,176,,20.5,9.1,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,,,,,,
348,0005EAJLWE2H0118,(大)黃金和風雞薄脆餅皮1/10片,,,258,,23.3,11.7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,,,,,,,
349,0005EAJLWE2H0119,(大)夏威夷滋多星薄脆餅皮1/10片,,,224,,23.7,10.4,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,499,,,,,,,,
350,0005EAJLWE2H0120,(大)超級總薄脆匯餅皮1/10片,,,228,,23,10.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,
351,0005EAJLWE1F0121,(大)超級總匯薄脆餅皮1/10片,,,214,,20.3,9.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,425,,,,,,,,
352,0005EAJLWE1F0122,(大)海鮮薄脆餅皮1/10片,,,218,,21,12.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,,,,,,,
353,0005EAJLWE2K0123,(大)鐵板牛柳薄脆皮1/10片,,,200,,18.3,9.1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,
354,0005EAJLWE2K0124,(大)哈辣墨西哥薄脆餅皮1/10片,,,223,,19.2,10.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,525,,,,,,,,
355,0005EAJLWE2K0125,(大)韓式泡菜燒肉薄脆餅皮1/10片,,,235,,20.9,11.3,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,636,,,,,,,,
356,0005EAJLWE1F0126,(大)海陸大亨薄脆餅皮1/10片,,,222,,20.5,11.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,527,,,,,,,,
357,0005EAJLWE1F0127,(大)雙層美式臘腸薄脆餅皮1/10片,,,246,,18.2,11.9,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,
358,0005EAJLWE1F0128,(大)法式蝦蟹鮑魚菇薄脆餅皮1/10片,,,197,,18.7,9.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,495,,,,,,,,
359,0005EAJLWE1F0129,(大)六小福薄脆餅皮1/10片,,,204,,20,9.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,
360,0005EAJLWE2H0130,(大)燻雞絲蘑菇薄脆餅皮1/10片,,,214,,20.4,11.1,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,
361,0005EAJLWE2H0131,(大)彩蔬鮮菇薄脆餅皮1/10片,,,202,,20,9.4,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,471,,,,,,,,
362,0005EAJLWE2H0132,(大)鄉野青蔬薄脆餅皮1/10片,,,217,,23.4,9.8,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,532,,,,,,,,
363,0005EAJLWE1F0133,(大)皇朝海龍宴薄脆餅皮1/10片,,,246,,24.8,10.7,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,
364,0005EAJLWE1F0134,(大)炙燒松坂薄脆餅皮1/10片,,,199,,19.9,9.5,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,,,,,,,
365,0006EAALWE2H0001,(餅皮)12吋手拍,56,,185,,35.2,5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,
366,0006EAALWE2H0002,(餅皮)12吋帕瑪滋心,78,,251.5,,37.2,8.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,661.9,,,,,,,,
367,0006EAALWE2H0003,(餅皮)12吋薄脆,12,,45,,8.9,0.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,
368,0006EAALWE2H0004,(餅皮)12吋雙層薄脆吉心,36,,113,,14,2.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,
369,0006EAALWE2H0005,(餅皮)12吋霸丸花滋心,52,,170.7,,24.2,5.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9,,,,,,,,
370,0006EAALWE2H0006,(餅皮)16吋手拍紐約,58,,189,,36,5.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,,,,,,,
371,0006EAALWE2H0007,(餅皮)6吋手拍,31,,103,,19.5,2.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,
372,0006EAALWE2H0008,(餅皮)9吋手拍,41,,136,,25.7,3.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,
373,0006EAALWE2H0009,(餅皮)9吋手拍紐約,21,,68.7,,13,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,
374,0006EAALWE2H0010,(餅皮)9吋帕瑪滋心,52,,200,,27.6,7.4,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,552.8,,,,,,,,
375,0006EAALWE2H0011,(餅皮)9吋薄脆,11,,42,,6.1,0.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,
376,0006EAALWE2H0012,(餅皮)9吋雙層薄脆吉心,34,,108,,13,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,
377,0006EAALWE2H0013,(餅皮)9吋霸丸花滋心,45,,148.5,,20,4.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,263.3,,,,,,,,
378,0006EAALWE2H0014,(副食)BBQ烤雞翅,280,,583,,11.4,46.6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,,,,,,,,
379,0006EAALWH2H0015,(副食)元氣溫沙拉,150,,72.6,,12.5,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,391.3,,,,,,,,
380,0006EAALWE2H0016,(6吋)切達鮪魚,33,,65.2,,2.2,3.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,,,,,,,,
381,0006EAALWE2H0017,(9吋)切達鮪魚,48,,97.5,,3.6,4.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,189.8,,,,,,,,
382,0006EAALWE2H0018,(12吋)切達鮪魚,64,,134,,4.7,6.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7,,,,,,,,
383,0006EAALWE2H0019,(16吋)切達鮪魚,104,,235.4,,7,11.2,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,427.2,,,,,,,,
384,0006EAALWE2H0020,(副食)巴掌麵包-切達起司,145,,653.1,,84.5,15.3,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,,,,,,,,
385,0006EAALWE2H0021,(副食)巴掌麵包-肉桂,125,,720.6,,84,11.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,
386,0006EAALWE2H0022,(副食)巴掌麵包-香蒜,125,,606,,86.2,12.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1906,,,,,,,,
387,0006EAALWE2H0023,(6吋)加州BBQ雞肉,29,,55.8,,3.1,2.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7,,,,,,,,
388,0006EAALWE2H0024,(9吋)加州BBQ雞肉,47,,92.3,,5.1,4.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,251.2,,,,,,,,
389,0006EAALWE2H0025,(12吋)加州BBQ雞肉,62,,128.8,,6.8,6.7,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,388.4,,,,,,,,
390,0006EAALWE2H0026,(16吋)加州BBQ雞肉,90,,210.3,,8.7,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,528.4,,,,,,,,
391,0006EAALWE2H0027,(6吋)四色彩蔬,26,,32.9,,2,2.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3,,,,,,,,
392,0006EAALWE2H0028,(9吋)四色彩蔬,43,,49.5,,2.9,3.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7,,,,,,,,
393,0006EAALWE2H0029,(12吋)四色彩蔬,56,,67.9,,3.7,4.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7,,,,,,,,
394,0006EAALWE2H0030,(16吋)四色彩蔬,94,,128.9,,6.8,8.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,329.2,,,,,,,,
395,0006EAALWE2H0031,(16吋)四拼巨無霸,56,,100.8,,0.2,7.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,227.9,,,,,,,,
396,0006EAALWE2H0032,(副食)玉米濃湯,200,,123,,15,2.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,621,,,,,,,,
397,0006EAALWE2H0033,(6吋)白醬彩蔬,23,,39,,1.1,2.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,108.2,,,,,,,,
398,0006EAALWE2H0034,(9吋)白醬彩蔬,37,,60.6,,1.6,3.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,210.6,,,,,,,,
399,0006EAALWE2H0035,(12吋)白醬彩蔬,49,,82.2,,1.9,5.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,
400,0006EAALWE2H0036,(16吋)白醬彩蔬,76,,139.4,,3.3,8.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,,
401,0006EAALWE2H0037,(6吋)泡菜海鮮,21,,33.8,,1.2,2.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,
402,0006EAALWE2H0038,(9吋)泡菜海鮮,36,,52.9,,1.7,4.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,
403,0006EAALWE2H0039,(12吋)泡菜海鮮,48,,72.1,,2.2,5.7,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,204.8,,,,,,,,
404,0006EAALWE2H0040,(16吋)泡菜海鮮,84,,132.8,,3.9,10.3,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,,,,,,
405,0006EAALWE2H0041,(6吋)皇家白醬海鮮,23,,40.2,,1.2,2.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,
406,0006EAALWE2H0042,(9吋)皇家白醬海鮮,46,,71.9,,3.2,4.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,200.2,,,,,,,,
407,0006EAALWE2H0043,(12吋)皇家白醬海鮮,60,,95.3,,3.6,6.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,256.3,,,,,,,,
408,0006EAALWE2H0044,(6吋)紅醬彩蔬,33,,36.6,,2.8,2.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4,,,,,,,,
409,0006EAALWE2H0045,(9吋)紅醬彩蔬,53,,55.3,,4,3.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,184.6,,,,,,,,
410,0006EAALWE2H0046,(12吋)紅醬彩蔬,69,,76,,5.4,5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,299.5,,,,,,,,
411,0006EAALWE2H0047,(16吋)紅醬彩蔬,109,,138.1,,8.7,8.8,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9,,,,,,,,
412,0006EAALWE2H0048,(副食)香烤薯球,185,,296,,,3.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,610.5,,,,,,,,
413,0006EAALWE2H0049,(副食)香酥千層棒,65,,284,,31,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,,,,,
414,0006EAALWE2H0050,(副食)原味烤雞翅,220,,540,,1.7,46,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,,,,,,,,
415,0006EAALWE2H0051,(副食)原味轟炸雞腿,95,,215,,3.9,17.7,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,,,,,,
416,0006EAALWE2H0052,(6吋)夏威夷,24,,36.4,,2.3,2.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,,,,,,,,
417,0006EAALWE2H0053,(9吋)夏威夷,39,,58.6,,4.2,3.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,164.6,,,,,,,,
418,0006EAALWE2H0054,(12吋)夏威夷,53,,80.3,,5,5.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,226.7,,,,,,,,
419,0006EAALWE2H0055,(16吋)夏威夷,79,,138.5,,6.5,9.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3,,,,,,,,
420,0006EAALWE2H0056,(9吋)夏威夷四喜,40,,58,,4.1,3.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,159.2,,,,,,,,
421,0006EAALWE2H0057,(12吋)夏威夷四喜,54,,79.6,,5.5,5.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1,,,,,,,,
422,0006EAALWE2H0058,(16吋)夏威夷雙拼,60,,123.3,,4.8,8.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,245.2,,,,,,,,
423,0006EAALWE2H0059,(6吋)海鮮,33,,32.6,,1.6,2.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1,,,,,,,,
424,0006EAALWE2H0060,(9吋)海鮮,46,,59.8,,3.9,4.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,216.4,,,,,,,,
425,0006EAALWE2H0061,(12吋)海鮮,60,,67.6,,2.5,5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,198.7,,,,,,,,
426,0006EAALWE2H0062,(16吋)海鮮,94,,134.2,,5.8,10.7,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,424.2,,,,,,,,
427,0006EAALWE2H0063,(6吋)培根燻雞,27,,44.9,,1.7,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7,,,,,,,,
428,0006EAALWE2H0064,(9吋)培根燻雞,43,,71.9,,2.8,5,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1,,,,,,,,
429,0006EAALWE2H0065,(12吋)培根燻雞,59,,99.8,,3.8,6.8,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,244.4,,,,,,,,
430,0006EAALWE2H0066,(16吋)培根燻雞,93,,179.7,,5.3,12.4,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,401.8,,,,,,,,
431,0006EAALWE2H0067,(6吋)彩椒蘑菇,19,,26.8,,0.7,2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1,,,,,,,,
432,0006EAALWE2H0068,(9吋)彩椒蘑菇,31,,42.2,,1.1,3.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,
433,0006EAALWE2H0069,(12吋)彩椒蘑菇,41,,69.3,,3.9,4.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,270.8,,,,,,,,
434,0006EAALWE2H0070,(16吋)彩椒蘑菇,69,,108.9,,2.2,8.2,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1,,,,,,,,
435,0006EAALWE2H0071,(副食)普羅旺斯雞腿排,120,,268,,4.3,27.4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,
436,0006EAALWE2H0072,(9吋)無敵四喜,48,,84.9,,3.1,5.2,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,278.5,,,,,,,,
437,0006EAALWE2H0073,(12吋)無敵四喜,62,,108.8,,3.9,6.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,356.3,,,,,,,,
438,0006EAALWE2H0074,(6吋)菠菜培根,28,,39.7,,1.5,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6,,,,,,,,
439,0006EAALWE2H0075,(9吋)超值四喜,34,,56.7,,2.2,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,176.8,,,,,,,,
440,0006EAALWE2H0076,(12吋)超值四喜,45,,76.1,,2.9,4.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,237.4,,,,,,,,
441,0006EAALWE2H0077,(9吋)超值美式,29,,59.5,,1.6,3.8,41,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9,,,,,,,,
442,0006EAALWE2H0078,(12吋)超值美式,40,,81.4,,2.2,5.2,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,
443,0006EAALWE2H0079,(9吋)超值經典,33,,62.4,,1.7,3.6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,213.8,,,,,,,,
444,0006EAALWE2H0080,(12吋)超值經典,44,,83.9,,2.3,4.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,
445,0006EAALWE2H0081,(9吋)超值蔬菜,33,,48.2,,2.2,3.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4,,,,,,,,
446,0006EAALWE2H0082,(12吋)超值蔬菜,43,,65.7,,2.9,4.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,199.3,,,,,,,,
447,0006EAALWE2H0083,(6吋)超級四重肉,30,,55,,1.8,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,180.1,,,,,,,,
448,0006EAALWE2H0084,(9吋)超級四重肉,47,,85.5,,2.8,5.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,281.2,,,,,,,,
449,0006EAALWE2H0085,(12吋)超級四重肉,60,,110.4,,3.6,7.3,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,359.9,,,,,,,,
450,0006EAALWE2H0086,(16吋)超級四重肉,95,,189.7,,4.8,13,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,580.6,,,,,,,,
451,0006EAALWE2H0087,(6吋)超級夏威夷,29,,37.2,,2.3,2.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,111.3,,,,,,,,
452,0006EAALWE2H0088,(9吋)超級夏威夷,43,,60.7,,4.2,4.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4,,,,,,,,
453,0006EAALWE2H0089,(12吋)超級夏威夷,58,,83.1,,5,5.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,235.4,,,,,,,,
454,0006EAALWE2H0090,(16吋)超級夏威夷,87,,142.6,,6.5,10.5,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,417.5,,,,,,,,
455,0006EAALWE2H0091,(6吋)超級豪華,32,,42.9,,1.6,2.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7,,,,,,,,
456,0006EAALWE2H0092,(9吋)超級豪華,46,,77.4,,2.6,4.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,253.8,,,,,,,,
457,0006EAALWE2H0093,(12吋)超級豪華,60,,100.4,,3.4,5.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,326.3,,,,,,,,
458,0006EAALWE2H0094,(16吋)超級豪華,94,,173,,4.5,10.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,525.8,,,,,,,,
459,0006EAALWE2H0095,(6吋)超級墨西哥,24,,49,,1.3,2.7,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,172.3,,,,,,,,
460,0006EAALWE2H0096,(9吋)超級墨西哥,38,,78.8,,2,4.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2,,,,,,,,
461,0006EAALWE2H0097,(12吋)超級墨西哥,51,,105.4,,2.7,5.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4,,,,,,,,
462,0006EAALWE2H0098,(16吋)超級墨西哥,79,,174.9,,3.5,10.1,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,567.6,,,,,,,,
463,0006EAALWE2H0099,(6吋)黃金玉米,24,,35.1,,2.7,2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,,,,,,,,
464,0006EAALWE2H0100,(9吋)照燒四喜,37,,62.3,,4,4.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,275.9,,,,,,,,
465,0006EAALWE2H0101,(12吋)照燒四喜,48,,80.6,,4.6,5.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,,,,,
466,0006EAALWE2H0102,(6吋)照燒海鮮,25,,51.8,,3,2.5,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,185.1,,,,,,,,
467,0006EAALWE2H0103,(9吋)照燒海鮮,35,,77.9,,3.5,3.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,249.8,,,,,,,,
